Dataset,Experiment,Window_Percentage,Trees,Depth,Validation_Split,Accuracy_Train,Accuracy_Validation,Accuracy_Test,Precision_Train,Precision_Validation,Precision_Test,Recall_Train,Recall_Validation,Recall_Test,F1_Train,F1_Validation,F1_Test
plasticc,1,20,2,1,"[1, 0]",0.9799299139853457,-,0.7229299363057324,0.9804197290158316,-,0.7079841716904854,0.9799299139853457,-,0.7229299363057324,0.979857465903054,-,0.7072135932482341
