Model,Runno,Precision,Recall,F1score,LogLoss,Time
MUSE,0,0.700279605927436,0.7235668789808917,0.697321261455521,1.7987950055367696,11961.808027982712
MUSE,1,0.7217764038157028,0.743312101910828,0.7181942005916951,1.7470526032047309,12071.957036495209
MUSE,2,0.7107152062995602,0.7331210191082802,0.7066073198377951,1.7889559436734044,12298.93867635727
